date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:33:13	1776/1776	---M-Z	200	added ('OK')	text/css	etag:%226f0-5be6226591cc0-gzip%22	https://shop.basementbeast.com/wp-content/themes/gota/ext/slick/slick.css?ver=6.0.3	C:/My%20Web%20Sites/basement/shop.basementbeast.com/wp-content/themes/gota/ext/slick/slick1eb7.css	(from https://shop.basementbeast.com/)
19:33:13	3145/3145	---M-Z	200	added ('OK')	text/css	etag:%22c49-5be622649da80-gzip%22	https://shop.basementbeast.com/wp-content/themes/gota/ext/slick/slick-theme.css?ver=6.0.3	C:/My%20Web%20Sites/basement/shop.basementbeast.com/wp-content/themes/gota/ext/slick/slick-theme1eb7.css	(from https://shop.basementbeast.com/)
19:33:13	447941/447941	---M-Z	200	added ('OK')	text/css	etag:%226d5c5-5eb9660e26596-gzip%22	https://shop.basementbeast.com/wp-content/themes/gota/css/theme.css?ver=1666405986	C:/My%20Web%20Sites/basement/shop.basementbeast.com/wp-content/themes/gota/css/theme9eb7.css	(from https://shop.basementbeast.com/)
19:33:14	18900/18900	---M-Z	200	added ('OK')	text/css	etag:%2249d4-5cf42fe03b400-gzip%22	https://shop.basementbeast.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.13.0	C:/My%20Web%20Sites/basement/shop.basementbeast.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min05c8.css	(from https://shop.basementbeast.com/)
19:33:14	3854/3854	---M-Z	200	added ('OK')	text/css	etag:%22f0e-5cf42fe03b400-gzip%22	https://shop.basementbeast.com/wp-content/plugins/elementor/assets/css/frontend-legacy.min.css?ver=3.4.6	C:/My%20Web%20Sites/basement/shop.basementbeast.com/wp-content/plugins/elementor/assets/css/frontend-legacy.min9bf7.css	(from https://shop.basementbeast.com/)
19:33:14	131479/131479	---M-Z	200	added ('OK')	text/css	etag:%2220197-5cf42fe03b400-gzip%22	https://shop.basementbeast.com/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.4.6	C:/My%20Web%20Sites/basement/shop.basementbeast.com/wp-content/plugins/elementor/assets/css/frontend.min9bf7.css	(from https://shop.basementbeast.com/)
19:33:14	208060/208060	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2232cbc-5cf42fe03b400%22	https://shop.basementbeast.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.10.0	C:/My%20Web%20Sites/basement/shop.basementbeast.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons0b93.eot	(from https://shop.basementbeast.com/)
19:33:15	253029/253029	---M-Z	200	added ('OK')	text/css	etag:%223dc65-5cd26c54a8580-gzip%22	https://shop.basementbeast.com/wp-content/plugins/elementor-pro/assets/css/frontend.min.css?ver=3.4.1	C:/My%20Web%20Sites/basement/shop.basementbeast.com/wp-content/plugins/elementor-pro/assets/css/frontend.min5589.css	(from https://shop.basementbeast.com/)
19:33:15	59344/59344	---M-Z	200	added ('OK')	text/css	etag:%22e7d0-5cf42fe03b400-gzip%22	https://shop.basementbeast.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.9.4	C:/My%20Web%20Sites/basement/shop.basementbeast.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.mincbf4.css	(from https://shop.basementbeast.com/)
19:33:15	26702/26702	---M-Z	200	added ('OK')	text/css	etag:%22684e-5cf42fe03b400-gzip%22	https://shop.basementbeast.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=4.9.4	C:/My%20Web%20Sites/basement/shop.basementbeast.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.mincbf4.css	(from https://shop.basementbeast.com/)
19:33:15	24606/24606	---M-Z	200	added ('OK')	text/css	etag:%22601e-5ea724b31be9e-gzip%22	https://shop.basementbeast.com/wp-content/themes/gota-child/style.css?ver=1666405986	C:/My%20Web%20Sites/basement/shop.basementbeast.com/wp-content/themes/gota-child/style9eb7.css	(from https://shop.basementbeast.com/)
19:33:15	15224/15224	---M-Z	200	added ('OK')	text/css	etag:%223b78-5ddbd576b7166-gzip%22	https://shop.basementbeast.com/wp-content/plugins/product-variations-swatches-for-woocommerce/assets/css/frontend-style.css?ver=1.0.5	C:/My%20Web%20Sites/basement/shop.basementbeast.com/wp-content/plugins/product-variations-swatches-for-woocommerce/assets/css/frontend-style97de.css	(from https://shop.basementbeast.com/)
19:33:16	1569/1569	---M-Z	200	added ('OK')	text/css	etag:%22621-5d770d077e5ce-gzip%22	https://shop.basementbeast.com/wp-content/plugins/woocommerce-product-bundles/assets/css/frontend/woocommerce.css?ver=6.14.0	C:/My%20Web%20Sites/basement/shop.basementbeast.com/wp-content/plugins/woocommerce-product-bundles/assets/css/frontend/woocommerce2d89.css	(from https://shop.basementbeast.com/)
19:33:16	89521/89521	---M-Z	200	added ('OK')	application/javascript	etag:%2215db1-5c793acd03740-gzip%22	https://shop.basementbeast.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/My%20Web%20Sites/basement/shop.basementbeast.com/wp-includes/js/jquery/jquery.minaf6c.js	(from https://shop.basementbeast.com/)
19:33:16	11224/11224	---M-Z	200	added ('OK')	application/javascript	etag:%222bd8-5bd5540778dc0-gzip%22	https://shop.basementbeast.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/basement/shop.basementbeast.com/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://shop.basementbeast.com/)
19:33:16	12186/12186	---M-Z	200	added ('OK')	application/javascript	etag:%222f9a-5be623bfc0d80-gzip%22	https://shop.basementbeast.com/wp-content/plugins/mega_main_menu/src/js/frontend.js?ver=6.0.3	C:/My%20Web%20Sites/basement/shop.basementbeast.com/wp-content/plugins/mega_main_menu/src/js/frontend1eb7.js	(from https://shop.basementbeast.com/)
19:33:16	22776/22776	---M-Z	200	added ('OK')	application/javascript	etag:%2258f8-5be6224430e00-gzip%22	https://shop.basementbeast.com/wp-content/themes/gota/js/popper.min.js?ver=1.12.9	C:/My%20Web%20Sites/basement/shop.basementbeast.com/wp-content/themes/gota/js/popper.mind57f.js	(from https://shop.basementbeast.com/)
19:33:17	48902/48902	---M-Z	200	added ('OK')	application/javascript	etag:%22bf06-5be6224248980-gzip%22	https://shop.basementbeast.com/wp-content/themes/gota/js/bootstrap.min.js?ver=4.0.0	C:/My%20Web%20Sites/basement/shop.basementbeast.com/wp-content/themes/gota/js/bootstrap.mincce7.js	(from https://shop.basementbeast.com/)
19:33:17	15055/15055	---M-Z	200	added ('OK')	application/javascript	etag:%223acf-5cf42fe03b400-gzip%22	https://shop.basementbeast.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=4.9.4	C:/My%20Web%20Sites/basement/shop.basementbeast.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.mincbf4.js	(from https://shop.basementbeast.com/)
19:33:18	1212720/1212720	---MCZ	200	added ('OK')	application/json	date:Sat,%2022%20Oct%202022%2002:33:17%20GMT	https://shop.basementbeast.com/wp-json/	C:/My%20Web%20Sites/basement/shop.basementbeast.com/wp-json/index.html	(from https://shop.basementbeast.com/)
19:33:19	80079/80079	---MCZ	200	added ('OK')	application/json	date:Sat,%2022%20Oct%202022%2002:33:18%20GMT	https://shop.basementbeast.com/wp-json/wp/v2/pages/160078	C:/My%20Web%20Sites/basement/shop.basementbeast.com/wp-json/wp/v2/pages/160078.json	(from https://shop.basementbeast.com/)
19:33:19	846/846	---M-Z	200	added ('OK')	text/xml	date:Sat,%2022%20Oct%202022%2002:33:18%20GMT	https://shop.basementbeast.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/basement/shop.basementbeast.com/xmlrpc0db0.php	(from https://shop.basementbeast.com/)
19:33:19	1045/1045	---M-Z	200	added ('OK')	application/xml	etag:%22415-5bd5540778dc0-gzip%22	https://shop.basementbeast.com/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/basement/shop.basementbeast.com/wp-includes/wlwmanifest.xml	(from https://shop.basementbeast.com/)
19:33:20	2427/2427	---MCZ	200	added ('OK')	application/json	date:Sat,%2022%20Oct%202022%2002:33:19%20GMT	https://shop.basementbeast.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fshop.basementbeast.com%2F	C:/My%20Web%20Sites/basement/shop.basementbeast.com/wp-json/oembed/1.0/embedb79e.json	(from https://shop.basementbeast.com/)
19:33:21	2499/2499	---M-Z	200	added ('OK')	text/xml	date:Sat,%2022%20Oct%202022%2002:33:20%20GMT	https://shop.basementbeast.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fshop.basementbeast.com%2F&format=xml	C:/My%20Web%20Sites/basement/shop.basementbeast.com/wp-json/oembed/1.0/embed52cc	(from https://shop.basementbeast.com/)
19:33:21	4210/4210	---M--	200	added ('OK')	image/png	etag:%2214c7-5be6c28cfb680%22	https://shop.basementbeast.com/wp-content/uploads/2021/03/gora.png	C:/My%20Web%20Sites/basement/shop.basementbeast.com/wp-content/uploads/2021/03/gora.png	(from https://shop.basementbeast.com/)
19:33:21	1948/1948	---M--	200	added ('OK')	image/png	etag:%2279c-5be6264c11080%22	https://shop.basementbeast.com/wp-content/uploads/2020/08/Logo_light-1.png	C:/My%20Web%20Sites/basement/shop.basementbeast.com/wp-content/uploads/2020/08/Logo_light-1.png	(from https://shop.basementbeast.com/)
19:33:21	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2022%20Oct%202022%2002:33:20%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/basement/www.googletagmanager.com/gtm.315445.delayed	(from https://shop.basementbeast.com/)
19:33:21	8742/8742	---M--	200	added ('OK')	image/png	etag:%223fe0-5be6c1d8bcd40%22	https://shop.basementbeast.com/wp-content/uploads/2021/03/Logo_2_-_Black.png	C:/My%20Web%20Sites/basement/shop.basementbeast.com/wp-content/uploads/2021/03/Logo_2_-_Black.png	(from https://shop.basementbeast.com/)
19:33:22	574089/574089	---M--	200	added ('OK')	image/png	etag:%2294517-5e2bf465ea8fe%22	https://shop.basementbeast.com/wp-content/uploads/2022/07/Beast-Pump-Bottle.png	C:/My%20Web%20Sites/basement/shop.basementbeast.com/wp-content/uploads/2022/07/Beast-Pump-Bottle.png	(from https://shop.basementbeast.com/)
19:33:22	85051/85051	---M--	200	added ('OK')	image/jpeg	etag:%2219135-5e4160aa3a907%22	https://shop.basementbeast.com/wp-content/uploads/2021/07/band-set.jpg	C:/My%20Web%20Sites/basement/shop.basementbeast.com/wp-content/uploads/2021/07/band-set.jpg	(from https://shop.basementbeast.com/)
19:33:22	79681/79681	---M--	200	added ('OK')	image/png	etag:%2217469-5e655ecf14c93%22	https://shop.basementbeast.com/wp-content/uploads/2022/08/og-no-background.png	C:/My%20Web%20Sites/basement/shop.basementbeast.com/wp-content/uploads/2022/08/og-no-background.png	(from https://shop.basementbeast.com/)
19:33:22	195695/195695	---M--	200	added ('OK')	image/png	etag:%2233048-5e65b5aaf0604%22	https://shop.basementbeast.com/wp-content/uploads/2022/07/Beast-Pump-Bottle-1-500x500.png	C:/My%20Web%20Sites/basement/shop.basementbeast.com/wp-content/uploads/2022/07/Beast-Pump-Bottle-1-500x500.png	(from https://shop.basementbeast.com/)
19:33:22	160141/160141	---M--	200	added ('OK')	image/png	etag:%222a1bd-5e2bf529330cc%22	https://shop.basementbeast.com/wp-content/uploads/2022/07/Beast-Pump-Supplement-500x500.png	C:/My%20Web%20Sites/basement/shop.basementbeast.com/wp-content/uploads/2022/07/Beast-Pump-Supplement-500x500.png	(from https://shop.basementbeast.com/)
19:33:23	161840/161840	---M--	200	added ('OK')	image/png	etag:%2227b01-5ce6624cdb3c0%22	https://shop.basementbeast.com/wp-content/uploads/2021/05/4-500x500.png	C:/My%20Web%20Sites/basement/shop.basementbeast.com/wp-content/uploads/2021/05/4-500x500.png	(from https://shop.basementbeast.com/)
19:33:23	108856/108856	---M--	200	added ('OK')	image/png	etag:%221bf7b-5c19c1badfec0%22	https://shop.basementbeast.com/wp-content/uploads/2021/04/TTS-Black-Ingredients-2-500L-500x500.png	C:/My%20Web%20Sites/basement/shop.basementbeast.com/wp-content/uploads/2021/04/TTS-Black-Ingredients-2-500L-500x500.png	(from https://shop.basementbeast.com/)
19:33:23	160029/160029	---M--	200	added ('OK')	image/png	etag:%22274df-5ce6649851dc0%22	https://shop.basementbeast.com/wp-content/uploads/2021/05/6-500x500.png	C:/My%20Web%20Sites/basement/shop.basementbeast.com/wp-content/uploads/2021/05/6-500x500.png	(from https://shop.basementbeast.com/)
19:33:23	94691/94691	---M--	200	added ('OK')	image/png	etag:%221742c-5c28b65d12000%22	https://shop.basementbeast.com/wp-content/uploads/2021/05/LS-IngredientsORG-500x500.png	C:/My%20Web%20Sites/basement/shop.basementbeast.com/wp-content/uploads/2021/05/LS-IngredientsORG-500x500.png	(from https://shop.basementbeast.com/)
19:33:24	472391/472391	---MCZ	200	added ('OK')	text/html	date:Sat,%2022%20Oct%202022%2002:33:23%20GMT	https://shop.basementbeast.com/my-account/	C:/My%20Web%20Sites/basement/shop.basementbeast.com/my-account/index.html	(from https://shop.basementbeast.com/)
19:33:24	210403/210403	---M--	200	added ('OK')	image/png	etag:%223395a-5ce6663542c00%22	https://shop.basementbeast.com/wp-content/uploads/2021/05/1-500x500.png	C:/My%20Web%20Sites/basement/shop.basementbeast.com/wp-content/uploads/2021/05/1-500x500.png	(from https://shop.basementbeast.com/)
19:33:24	165344/165344	---M--	200	added ('OK')	image/png	etag:%22287f1-5c3575b5dd380%22	https://shop.basementbeast.com/wp-content/uploads/2021/05/GN-Ingredients-02-500x500.png	C:/My%20Web%20Sites/basement/shop.basementbeast.com/wp-content/uploads/2021/05/GN-Ingredients-02-500x500.png	(from https://shop.basementbeast.com/)
19:33:24	210508/210508	---M--	200	added ('OK')	image/png	etag:%2236bff-5e2c03bcd84c9%22	https://shop.basementbeast.com/wp-content/uploads/2022/07/bb-mobility-bottle-500x500.png	C:/My%20Web%20Sites/basement/shop.basementbeast.com/wp-content/uploads/2022/07/bb-mobility-bottle-500x500.png	(from https://shop.basementbeast.com/)
19:33:24	559557/559557	---MCZ	200	added ('OK')	text/html	date:Sat,%2022%20Oct%202022%2002:33:23%20GMT	https://shop.basementbeast.com/product/beast-pump/	C:/My%20Web%20Sites/basement/shop.basementbeast.com/product/beast-pump/index.html	(from https://shop.basementbeast.com/)
19:33:24	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2022%20Oct%202022%2002:33:24%20GMT	https://shop.basementbeast.com/product-category/supplements/	C:/My%20Web%20Sites/basement/shop.basementbeast.com/product-category/supplements/index.html	(from https://shop.basementbeast.com/)
19:33:25	185804/185804	---M--	200	added ('OK')	image/png	etag:%223021a-5e2bb93d77fd4%22	https://shop.basementbeast.com/wp-content/uploads/2022/07/BB-Mobility-Label-Supplement-500x500.png	C:/My%20Web%20Sites/basement/shop.basementbeast.com/wp-content/uploads/2022/07/BB-Mobility-Label-Supplement-500x500.png	(from https://shop.basementbeast.com/)
19:33:25	176448/176448	---M--	200	added ('OK')	image/png	etag:%222b513-5ce6604cbbb80%22	https://shop.basementbeast.com/wp-content/uploads/2021/04/wha-500x500.png	C:/My%20Web%20Sites/basement/shop.basementbeast.com/wp-content/uploads/2021/04/wha-500x500.png	(from https://shop.basementbeast.com/)
19:33:25	79602/79602	---M--	200	added ('OK')	image/png	etag:%2213906-5c19c1e1f9b00%22	https://shop.basementbeast.com/wp-content/uploads/2021/04/TC-Ingredients-02-1L-500x500.png	C:/My%20Web%20Sites/basement/shop.basementbeast.com/wp-content/uploads/2021/04/TC-Ingredients-02-1L-500x500.png	(from https://shop.basementbeast.com/)
19:33:25	152161/152161	---M--	200	added ('OK')	image/png	etag:%22255bf-5ce66a41e79c0%22	https://shop.basementbeast.com/wp-content/uploads/2021/08/2-500x500.png	C:/My%20Web%20Sites/basement/shop.basementbeast.com/wp-content/uploads/2021/08/2-500x500.png	(from https://shop.basementbeast.com/)
19:33:25	96526/96526	---M--	200	added ('OK')	image/png	etag:%2217bcf-5c8f0cdae1f00%22	https://shop.basementbeast.com/wp-content/uploads/2021/08/KO-Ingredients-min-500x500.png	C:/My%20Web%20Sites/basement/shop.basementbeast.com/wp-content/uploads/2021/08/KO-Ingredients-min-500x500.png	(from https://shop.basementbeast.com/)
19:33:25	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2022%20Oct%202022%2002:33:25%20GMT	https://shop.basementbeast.com/product/triple-t-stack/	C:/My%20Web%20Sites/basement/shop.basementbeast.com/product/triple-t-stack/index.html	(from https://shop.basementbeast.com/)
19:33:26	215057/215057	---M--	200	added ('OK')	image/png	etag:%2237def-5e2c034404788%22	https://shop.basementbeast.com/wp-content/uploads/2022/06/bb-multivitamin-bottle-500x500.png	C:/My%20Web%20Sites/basement/shop.basementbeast.com/wp-content/uploads/2022/06/bb-multivitamin-bottle-500x500.png	(from https://shop.basementbeast.com/)
19:33:26	205769/205769	---M--	200	added ('OK')	image/png	etag:%2234ccb-5e2ad05e8c1be%22	https://shop.basementbeast.com/wp-content/uploads/2022/06/BB-MVitamin-Label-Supplement-500x500.png	C:/My%20Web%20Sites/basement/shop.basementbeast.com/wp-content/uploads/2022/06/BB-MVitamin-Label-Supplement-500x500.png	(from https://shop.basementbeast.com/)
19:33:26	140576/140576	---M--	200	added ('OK')	image/png	etag:%22228b2-5ce6693e815c0%22	https://shop.basementbeast.com/wp-content/uploads/2021/08/5-500x500.png	C:/My%20Web%20Sites/basement/shop.basementbeast.com/wp-content/uploads/2021/08/5-500x500.png	(from https://shop.basementbeast.com/)
19:33:26	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2022%20Oct%202022%2002:33:25%20GMT	https://shop.basementbeast.com/product/triple-t-reset/	C:/My%20Web%20Sites/basement/shop.basementbeast.com/product/triple-t-reset/index.html	(from https://shop.basementbeast.com/)
